Group,NS,Type,Attribute
cm,"https://adwords.google.com/api/adwords/cm/v201109",Ad,displayUrl
cm,"https://adwords.google.com/api/adwords/cm/v201109",Ad,approvalStatus
cm,"https://adwords.google.com/api/adwords/cm/v201109",Ad,disapprovalReasons
cm,"https://adwords.google.com/api/adwords/cm/v201109",Ad,trademarkDisapproved
cm,"https://adwords.google.com/api/adwords/cm/v201109",Ad,Ad_Type
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupAd,adGroupId
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupAd,ad
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupAd,experimentData
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupAd,status
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupAd,stats
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupAdPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupAdReturnValue,value
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupAdReturnValue,partialFailureErrors
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupCriterion,adGroupId
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupCriterion,criterionUse
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupCriterion,criterion
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupCriterion,AdGroupCriterion_Type
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupCriterionBids,AdGroupCriterionBids_Type
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupCriterionExperimentBidMultiplier,AdGroupCriterionExperimentBidMultiplier_Type
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupCriterionLimitExceeded,limitType
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupCriterionPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupCriterionReturnValue,value
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupCriterionReturnValue,partialFailureErrors
cm,"https://adwords.google.com/api/adwords/cm/v201109",AgeRange,ageRangeType
cm,"https://adwords.google.com/api/adwords/cm/v201109",Bid,amount
cm,"https://adwords.google.com/api/adwords/cm/v201109",BidMultiplier,multiplier
cm,"https://adwords.google.com/api/adwords/cm/v201109",BidMultiplier,multipliedBid
cm,"https://adwords.google.com/api/adwords/cm/v201109",BiddableAdGroupCriterion,userStatus
cm,"https://adwords.google.com/api/adwords/cm/v201109",BiddableAdGroupCriterion,systemServingStatus
cm,"https://adwords.google.com/api/adwords/cm/v201109",BiddableAdGroupCriterion,approvalStatus
cm,"https://adwords.google.com/api/adwords/cm/v201109",BiddableAdGroupCriterion,destinationUrl
cm,"https://adwords.google.com/api/adwords/cm/v201109",BiddableAdGroupCriterion,bids
cm,"https://adwords.google.com/api/adwords/cm/v201109",BiddableAdGroupCriterion,experimentData
cm,"https://adwords.google.com/api/adwords/cm/v201109",BiddableAdGroupCriterion,firstPageCpc
cm,"https://adwords.google.com/api/adwords/cm/v201109",BiddableAdGroupCriterion,qualityInfo
cm,"https://adwords.google.com/api/adwords/cm/v201109",BiddableAdGroupCriterion,stats
cm,"https://adwords.google.com/api/adwords/cm/v201109",BiddableAdGroupCriterionExperimentData,experimentId
cm,"https://adwords.google.com/api/adwords/cm/v201109",BiddableAdGroupCriterionExperimentData,experimentDeltaStatus
cm,"https://adwords.google.com/api/adwords/cm/v201109",BiddableAdGroupCriterionExperimentData,experimentDataStatus
cm,"https://adwords.google.com/api/adwords/cm/v201109",BiddableAdGroupCriterionExperimentData,experimentBidMultiplier
cm,"https://adwords.google.com/api/adwords/cm/v201109",BudgetOptimizerAdGroupCriterionBids,proxyBid
cm,"https://adwords.google.com/api/adwords/cm/v201109",BudgetOptimizerAdGroupCriterionBids,enhancedCpcEnabled
cm,"https://adwords.google.com/api/adwords/cm/v201109",Carrier,name
cm,"https://adwords.google.com/api/adwords/cm/v201109",Carrier,countryCode
cm,"https://adwords.google.com/api/adwords/cm/v201109",Criterion,id
cm,"https://adwords.google.com/api/adwords/cm/v201109",Criterion,type
cm,"https://adwords.google.com/api/adwords/cm/v201109",Criterion,Criterion_Type
cm,"https://adwords.google.com/api/adwords/cm/v201109",EntityAccessDenied,reason
cm,"https://adwords.google.com/api/adwords/cm/v201109",Gender,genderType
cm,"https://adwords.google.com/api/adwords/cm/v201109",Keyword,text
cm,"https://adwords.google.com/api/adwords/cm/v201109",Keyword,matchType
cm,"https://adwords.google.com/api/adwords/cm/v201109",Language,code
cm,"https://adwords.google.com/api/adwords/cm/v201109",Location,locationName
cm,"https://adwords.google.com/api/adwords/cm/v201109",Location,displayType
cm,"https://adwords.google.com/api/adwords/cm/v201109",Location,isObsolete
cm,"https://adwords.google.com/api/adwords/cm/v201109",Location,parentLocations
cm,"https://adwords.google.com/api/adwords/cm/v201109",ManualCPCAdGroupCriterionBids,maxCpc
cm,"https://adwords.google.com/api/adwords/cm/v201109",ManualCPCAdGroupCriterionBids,bidSource
cm,"https://adwords.google.com/api/adwords/cm/v201109",ManualCPCAdGroupCriterionBids,enhancedCpcEnabled
cm,"https://adwords.google.com/api/adwords/cm/v201109",ManualCPCAdGroupCriterionExperimentBidMultiplier,maxCpcMultiplier
cm,"https://adwords.google.com/api/adwords/cm/v201109",ManualCPCAdGroupCriterionExperimentBidMultiplier,multiplierSource
cm,"https://adwords.google.com/api/adwords/cm/v201109",ManualCPMAdGroupCriterionBids,maxCpm
cm,"https://adwords.google.com/api/adwords/cm/v201109",ManualCPMAdGroupCriterionBids,bidSource
cm,"https://adwords.google.com/api/adwords/cm/v201109",PercentCPAAdGroupCriterionBids,percentCpa
cm,"https://adwords.google.com/api/adwords/cm/v201109",PercentCPAAdGroupCriterionBids,source
cm,"https://adwords.google.com/api/adwords/cm/v201109",Placement,url
cm,"https://adwords.google.com/api/adwords/cm/v201109",Platform,platformName
cm,"https://adwords.google.com/api/adwords/cm/v201109",Polygon,vertices
cm,"https://adwords.google.com/api/adwords/cm/v201109",Product,conditions
cm,"https://adwords.google.com/api/adwords/cm/v201109",Product,text
cm,"https://adwords.google.com/api/adwords/cm/v201109",Proximity,geoPoint
cm,"https://adwords.google.com/api/adwords/cm/v201109",Proximity,radiusDistanceUnits
cm,"https://adwords.google.com/api/adwords/cm/v201109",Proximity,radiusInUnits
cm,"https://adwords.google.com/api/adwords/cm/v201109",Proximity,address
cm,"https://adwords.google.com/api/adwords/cm/v201109",QualityInfo,isKeywordAdRelevanceAcceptable
cm,"https://adwords.google.com/api/adwords/cm/v201109",QualityInfo,isLandingPageQualityAcceptable
cm,"https://adwords.google.com/api/adwords/cm/v201109",QualityInfo,isLandingPageLatencyAcceptable
cm,"https://adwords.google.com/api/adwords/cm/v201109",QualityInfo,qualityScore
cm,"https://adwords.google.com/api/adwords/cm/v201109",CriterionUserInterest,userInterestId
cm,"https://adwords.google.com/api/adwords/cm/v201109",CriterionUserInterest,userInterestName
cm,"https://adwords.google.com/api/adwords/cm/v201109",CriterionUserList,userListId
cm,"https://adwords.google.com/api/adwords/cm/v201109",CriterionUserList,userListName
cm,"https://adwords.google.com/api/adwords/cm/v201109",CriterionUserList,userListMembershipStatus
cm,"https://adwords.google.com/api/adwords/cm/v201109",Vertical,path
cm,"https://adwords.google.com/api/adwords/cm/v201109",PercentCPAAdGroupBids,percentCpa
cm,"https://adwords.google.com/api/adwords/cm/v201109",BudgetOptimizerAdGroupBids,proxyKeywordMaxCpc
cm,"https://adwords.google.com/api/adwords/cm/v201109",BudgetOptimizerAdGroupBids,proxySiteMaxCpc
cm,"https://adwords.google.com/api/adwords/cm/v201109",BudgetOptimizerAdGroupBids,enhancedCpcEnabled
cm,"https://adwords.google.com/api/adwords/cm/v201109",ConversionOptimizerAdGroupBids,targetCpa
cm,"https://adwords.google.com/api/adwords/cm/v201109",ConversionOptimizerAdGroupBids,conversionOptimizerBidType
cm,"https://adwords.google.com/api/adwords/cm/v201109",ConversionOptimizerAdGroupBids,deduplicationMode
cm,"https://adwords.google.com/api/adwords/cm/v201109",ManualCPCAdGroupBids,keywordMaxCpc
cm,"https://adwords.google.com/api/adwords/cm/v201109",ManualCPCAdGroupBids,keywordContentMaxCpc
cm,"https://adwords.google.com/api/adwords/cm/v201109",ManualCPCAdGroupBids,siteMaxCpc
cm,"https://adwords.google.com/api/adwords/cm/v201109",ManualCPCAdGroupBids,enhancedCpcEnabled
cm,"https://adwords.google.com/api/adwords/cm/v201109",ManualCPCAdGroupExperimentBidMultipliers,maxCpcMultiplier
cm,"https://adwords.google.com/api/adwords/cm/v201109",ManualCPCAdGroupExperimentBidMultipliers,maxContentCpcMultiplier
cm,"https://adwords.google.com/api/adwords/cm/v201109",ManualCPMAdGroupBids,maxCpm
cm,"https://adwords.google.com/api/adwords/cm/v201109",ManualCPMAdGroupExperimentBidMultipliers,maxCpmMultiplier
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupBids,AdGroupBids_Type
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupExperimentBidMultipliers,AdGroupExperimentBidMultipliers_Type
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupExperimentData,experimentId
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupExperimentData,experimentDeltaStatus
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupExperimentData,experimentDataStatus
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupExperimentData,experimentBidMultipliers
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroup,id
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroup,campaignId
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroup,campaignName
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroup,name
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroup,status
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroup,bids
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroup,experimentData
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroup,stats
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupReturnValue,value
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdParam,adGroupId
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdParam,criterionId
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdParam,insertionText
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdParam,paramIndex
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdParamPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdParamPage,totalNumEntries
cm,"https://adwords.google.com/api/adwords/cm/v201109",CampaignAdExtension,campaignId
cm,"https://adwords.google.com/api/adwords/cm/v201109",CampaignAdExtension,adExtension
cm,"https://adwords.google.com/api/adwords/cm/v201109",CampaignAdExtension,status
cm,"https://adwords.google.com/api/adwords/cm/v201109",CampaignAdExtension,approvalStatus
cm,"https://adwords.google.com/api/adwords/cm/v201109",CampaignAdExtension,stats
cm,"https://adwords.google.com/api/adwords/cm/v201109",CampaignAdExtensionPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201109",CampaignAdExtensionReturnValue,value
cm,"https://adwords.google.com/api/adwords/cm/v201109",CampaignCriterion,campaignId
cm,"https://adwords.google.com/api/adwords/cm/v201109",CampaignCriterion,criterion
cm,"https://adwords.google.com/api/adwords/cm/v201109",CampaignCriterion,CampaignCriterion_Type
cm,"https://adwords.google.com/api/adwords/cm/v201109",CampaignCriterionLimitExceeded,limitType
cm,"https://adwords.google.com/api/adwords/cm/v201109",CampaignCriterionPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201109",CampaignCriterionReturnValue,value
cm,"https://adwords.google.com/api/adwords/cm/v201109",ContentLabel,contentLabelType
cm,"https://adwords.google.com/api/adwords/cm/v201109",ConversionOptimizer,pricingModel
cm,"https://adwords.google.com/api/adwords/cm/v201109",ConversionOptimizer,conversionOptimizerBidType
cm,"https://adwords.google.com/api/adwords/cm/v201109",ConversionOptimizer,deduplicationMode
cm,"https://adwords.google.com/api/adwords/cm/v201109",ConversionOptimizerBiddingTransition,useSavedBids
cm,"https://adwords.google.com/api/adwords/cm/v201109",ConversionOptimizerEligibility,eligible
cm,"https://adwords.google.com/api/adwords/cm/v201109",ConversionOptimizerEligibility,rejectionReasons
cm,"https://adwords.google.com/api/adwords/cm/v201109",FrequencyCap,impressions
cm,"https://adwords.google.com/api/adwords/cm/v201109",FrequencyCap,timeUnit
cm,"https://adwords.google.com/api/adwords/cm/v201109",FrequencyCap,level
cm,"https://adwords.google.com/api/adwords/cm/v201109",GeoTargetTypeSetting,positiveGeoTargetType
cm,"https://adwords.google.com/api/adwords/cm/v201109",GeoTargetTypeSetting,negativeGeoTargetType
cm,"https://adwords.google.com/api/adwords/cm/v201109",ManualCPC,enhancedCpcEnabled
cm,"https://adwords.google.com/api/adwords/cm/v201109",NetworkSetting,targetGoogleSearch
cm,"https://adwords.google.com/api/adwords/cm/v201109",NetworkSetting,targetSearchNetwork
cm,"https://adwords.google.com/api/adwords/cm/v201109",NetworkSetting,targetContentNetwork
cm,"https://adwords.google.com/api/adwords/cm/v201109",NetworkSetting,targetContentContextual
cm,"https://adwords.google.com/api/adwords/cm/v201109",NetworkSetting,targetPartnerSearchNetwork
cm,"https://adwords.google.com/api/adwords/cm/v201109",RealTimeBiddingSetting,optIn
cm,"https://adwords.google.com/api/adwords/cm/v201109",Setting,Setting_Type
cm,"https://adwords.google.com/api/adwords/cm/v201109",Budget,period
cm,"https://adwords.google.com/api/adwords/cm/v201109",Budget,amount
cm,"https://adwords.google.com/api/adwords/cm/v201109",Budget,deliveryMethod
cm,"https://adwords.google.com/api/adwords/cm/v201109",BudgetOptimizer,enhancedCpcEnabled
cm,"https://adwords.google.com/api/adwords/cm/v201109",BudgetOptimizer,bidCeiling
cm,"https://adwords.google.com/api/adwords/cm/v201109",BiddingStrategy,BiddingStrategy_Type
cm,"https://adwords.google.com/api/adwords/cm/v201109",BiddingTransition,targetBiddingStrategy
cm,"https://adwords.google.com/api/adwords/cm/v201109",BiddingTransition,explicitAdGroupBids
cm,"https://adwords.google.com/api/adwords/cm/v201109",BiddingTransition,BiddingTransition_Type
cm,"https://adwords.google.com/api/adwords/cm/v201109",Campaign,id
cm,"https://adwords.google.com/api/adwords/cm/v201109",Campaign,name
cm,"https://adwords.google.com/api/adwords/cm/v201109",Campaign,status
cm,"https://adwords.google.com/api/adwords/cm/v201109",Campaign,servingStatus
cm,"https://adwords.google.com/api/adwords/cm/v201109",Campaign,startDate
cm,"https://adwords.google.com/api/adwords/cm/v201109",Campaign,endDate
cm,"https://adwords.google.com/api/adwords/cm/v201109",Campaign,budget
cm,"https://adwords.google.com/api/adwords/cm/v201109",Campaign,biddingStrategy
cm,"https://adwords.google.com/api/adwords/cm/v201109",Campaign,conversionOptimizerEligibility
cm,"https://adwords.google.com/api/adwords/cm/v201109",Campaign,campaignStats
cm,"https://adwords.google.com/api/adwords/cm/v201109",Campaign,adServingOptimizationStatus
cm,"https://adwords.google.com/api/adwords/cm/v201109",Campaign,frequencyCap
cm,"https://adwords.google.com/api/adwords/cm/v201109",Campaign,settings
cm,"https://adwords.google.com/api/adwords/cm/v201109",Campaign,networkSetting
cm,"https://adwords.google.com/api/adwords/cm/v201109",CampaignPage,totalBudget
cm,"https://adwords.google.com/api/adwords/cm/v201109",CampaignPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201109",CampaignReturnValue,value
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdScheduleTarget,dayOfWeek
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdScheduleTarget,startHour
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdScheduleTarget,startMinute
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdScheduleTarget,endHour
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdScheduleTarget,endMinute
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdScheduleTarget,bidMultiplier
cm,"https://adwords.google.com/api/adwords/cm/v201109",Target,Target_Type
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdScheduleTargetList,targets
cm,"https://adwords.google.com/api/adwords/cm/v201109",TargetList,campaignId
cm,"https://adwords.google.com/api/adwords/cm/v201109",TargetList,TargetList_Type
cm,"https://adwords.google.com/api/adwords/cm/v201109",CampaignTargetPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201109",CampaignTargetReturnValue,value
cm,"https://adwords.google.com/api/adwords/cm/v201109",CarrierConstantData,criterionId
cm,"https://adwords.google.com/api/adwords/cm/v201109",CarrierConstantData,name
cm,"https://adwords.google.com/api/adwords/cm/v201109",CarrierConstantData,countryCode
cm,"https://adwords.google.com/api/adwords/cm/v201109",LanguageConstantData,languageCode
cm,"https://adwords.google.com/api/adwords/cm/v201109",LanguageConstantData,languageName
cm,"https://adwords.google.com/api/adwords/cm/v201109",LanguageConstantData,criterionId
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdWordsConversionTracker,snippet
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdWordsConversionTracker,markupLanguage
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdWordsConversionTracker,httpProtocol
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdWordsConversionTracker,textFormat
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdWordsConversionTracker,conversionPageLanguage
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdWordsConversionTracker,backgroundColor
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdWordsConversionTracker,userRevenueValue
cm,"https://adwords.google.com/api/adwords/cm/v201109",ConversionTrackerStats,numConversionEvents
cm,"https://adwords.google.com/api/adwords/cm/v201109",ConversionTrackerStats,conversionValue
cm,"https://adwords.google.com/api/adwords/cm/v201109",ConversionTrackerStats,mostRecentConversionDate
cm,"https://adwords.google.com/api/adwords/cm/v201109",ConversionTrackerStats,numConvertedClicks
cm,"https://adwords.google.com/api/adwords/cm/v201109",ConversionTracker,id
cm,"https://adwords.google.com/api/adwords/cm/v201109",ConversionTracker,name
cm,"https://adwords.google.com/api/adwords/cm/v201109",ConversionTracker,status
cm,"https://adwords.google.com/api/adwords/cm/v201109",ConversionTracker,category
cm,"https://adwords.google.com/api/adwords/cm/v201109",ConversionTracker,stats
cm,"https://adwords.google.com/api/adwords/cm/v201109",ConversionTracker,viewthroughLookbackWindow
cm,"https://adwords.google.com/api/adwords/cm/v201109",ConversionTracker,viewthroughConversionDeDupSearch
cm,"https://adwords.google.com/api/adwords/cm/v201109",ConversionTracker,isProductAdsChargeable
cm,"https://adwords.google.com/api/adwords/cm/v201109",ConversionTracker,productAdsChargeableConversionWindow
cm,"https://adwords.google.com/api/adwords/cm/v201109",ConversionTracker,ConversionTracker_Type
cm,"https://adwords.google.com/api/adwords/cm/v201109",ConversionTrackerReturnValue,value
cm,"https://adwords.google.com/api/adwords/cm/v201109",ConversionTrackerPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupBidLandscape,type
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupBidLandscape,landscapeCurrent
cm,"https://adwords.google.com/api/adwords/cm/v201109",CriterionBidLandscape,criterionId
cm,"https://adwords.google.com/api/adwords/cm/v201109",BidLandscape_LandscapePoint,bid
cm,"https://adwords.google.com/api/adwords/cm/v201109",BidLandscape_LandscapePoint,clicks
cm,"https://adwords.google.com/api/adwords/cm/v201109",BidLandscape_LandscapePoint,cost
cm,"https://adwords.google.com/api/adwords/cm/v201109",BidLandscape_LandscapePoint,marginalCpc
cm,"https://adwords.google.com/api/adwords/cm/v201109",BidLandscape_LandscapePoint,impressions
cm,"https://adwords.google.com/api/adwords/cm/v201109",BidLandscape,campaignId
cm,"https://adwords.google.com/api/adwords/cm/v201109",BidLandscape,adGroupId
cm,"https://adwords.google.com/api/adwords/cm/v201109",BidLandscape,startDate
cm,"https://adwords.google.com/api/adwords/cm/v201109",BidLandscape,endDate
cm,"https://adwords.google.com/api/adwords/cm/v201109",BidLandscape,landscapePoints
cm,"https://adwords.google.com/api/adwords/cm/v201109",DataEntry,DataEntry_Type
cm,"https://adwords.google.com/api/adwords/cm/v201109",AdGroupBidLandscapePage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201109",CriterionBidLandscapePage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201109",ExperimentSummaryStats,adGroupsCount
cm,"https://adwords.google.com/api/adwords/cm/v201109",ExperimentSummaryStats,adGroupCriteriaCount
cm,"https://adwords.google.com/api/adwords/cm/v201109",ExperimentSummaryStats,adGroupAdsCount
cm,"https://adwords.google.com/api/adwords/cm/v201109",Experiment,id
cm,"https://adwords.google.com/api/adwords/cm/v201109",Experiment,controlId
cm,"https://adwords.google.com/api/adwords/cm/v201109",Experiment,campaignId
cm,"https://adwords.google.com/api/adwords/cm/v201109",Experiment,name
cm,"https://adwords.google.com/api/adwords/cm/v201109",Experiment,status
cm,"https://adwords.google.com/api/adwords/cm/v201109",Experiment,servingStatus
cm,"https://adwords.google.com/api/adwords/cm/v201109",Experiment,queryPercentage
cm,"https://adwords.google.com/api/adwords/cm/v201109",Experiment,startDateTime
cm,"https://adwords.google.com/api/adwords/cm/v201109",Experiment,endDateTime
cm,"https://adwords.google.com/api/adwords/cm/v201109",Experiment,lastModifiedDateTime
cm,"https://adwords.google.com/api/adwords/cm/v201109",Experiment,experimentSummaryStats
cm,"https://adwords.google.com/api/adwords/cm/v201109",ExperimentReturnValue,value
cm,"https://adwords.google.com/api/adwords/cm/v201109",ExperimentPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201109",GeoLocation,geoPoint
cm,"https://adwords.google.com/api/adwords/cm/v201109",GeoLocation,address
cm,"https://adwords.google.com/api/adwords/cm/v201109",GeoLocation,encodedLocation
cm,"https://adwords.google.com/api/adwords/cm/v201109",GeoLocation,GeoLocation_Type
cm,"https://adwords.google.com/api/adwords/cm/v201109",Date,year
cm,"https://adwords.google.com/api/adwords/cm/v201109",Date,month
cm,"https://adwords.google.com/api/adwords/cm/v201109",Date,day
cm,"https://adwords.google.com/api/adwords/cm/v201109",LocationCriterion,location
cm,"https://adwords.google.com/api/adwords/cm/v201109",LocationCriterion,locale
cm,"https://adwords.google.com/api/adwords/cm/v201109",LocationCriterion,searchTerm
cm,"https://adwords.google.com/api/adwords/cm/v201109",MediaPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201109",MediaPage,totalNumEntries
cm,"https://adwords.google.com/api/adwords/cm/v201109",BatchFailureResult,operationIndexInBatch
cm,"https://adwords.google.com/api/adwords/cm/v201109",BillingSummary,numOperations
cm,"https://adwords.google.com/api/adwords/cm/v201109",BillingSummary,numUnits
cm,"https://adwords.google.com/api/adwords/cm/v201109",BulkMutateJob,id
cm,"https://adwords.google.com/api/adwords/cm/v201109",BulkMutateJob,policy
cm,"https://adwords.google.com/api/adwords/cm/v201109",BulkMutateJob,request
cm,"https://adwords.google.com/api/adwords/cm/v201109",BulkMutateJob,status
cm,"https://adwords.google.com/api/adwords/cm/v201109",BulkMutateJob,history
cm,"https://adwords.google.com/api/adwords/cm/v201109",BulkMutateJob,result
cm,"https://adwords.google.com/api/adwords/cm/v201109",BulkMutateJob,numRequestParts
cm,"https://adwords.google.com/api/adwords/cm/v201109",BulkMutateJob,numRequestPartsReceived
cm,"https://adwords.google.com/api/adwords/cm/v201109",BulkMutateJobEvent,status
cm,"https://adwords.google.com/api/adwords/cm/v201109",BulkMutateJobPolicy,prerequisiteJobIds
cm,"https://adwords.google.com/api/adwords/cm/v201109",BulkMutateJobStats,numOperations
cm,"https://adwords.google.com/api/adwords/cm/v201109",BulkMutateJobStats,numFailedOperations
cm,"https://adwords.google.com/api/adwords/cm/v201109",BulkMutateJobStats,numUnprocessedOperations
cm,"https://adwords.google.com/api/adwords/cm/v201109",BulkMutateRequest,partIndex
cm,"https://adwords.google.com/api/adwords/cm/v201109",BulkMutateRequest,operationStreams
cm,"https://adwords.google.com/api/adwords/cm/v201109",BulkMutateResult,partIndex
cm,"https://adwords.google.com/api/adwords/cm/v201109",BulkMutateResult,operationStreamResults
cm,"https://adwords.google.com/api/adwords/cm/v201109",EntityId,type
cm,"https://adwords.google.com/api/adwords/cm/v201109",EntityId,value
cm,"https://adwords.google.com/api/adwords/cm/v201109",FailureResult,cause
cm,"https://adwords.google.com/api/adwords/cm/v201109",Job,customerJobKey
cm,"https://adwords.google.com/api/adwords/cm/v201109",Job,failureReason
cm,"https://adwords.google.com/api/adwords/cm/v201109",Job,stats
cm,"https://adwords.google.com/api/adwords/cm/v201109",Job,billingSummary
cm,"https://adwords.google.com/api/adwords/cm/v201109",Job,Job_Type
cm,"https://adwords.google.com/api/adwords/cm/v201109",JobEvent,dateTime
cm,"https://adwords.google.com/api/adwords/cm/v201109",JobEvent,JobEvent_Type
cm,"https://adwords.google.com/api/adwords/cm/v201109",JobResult,BulkMutateResult
cm,"https://adwords.google.com/api/adwords/cm/v201109",JobResult,SimpleMutateResult
cm,"https://adwords.google.com/api/adwords/cm/v201109",JobStats,progressPercent
cm,"https://adwords.google.com/api/adwords/cm/v201109",JobStats,pendingTimeMillis
cm,"https://adwords.google.com/api/adwords/cm/v201109",JobStats,processingTimeMillis
cm,"https://adwords.google.com/api/adwords/cm/v201109",JobStats,JobStats_Type
cm,"https://adwords.google.com/api/adwords/cm/v201109",Operand,AdExtensionOverride
cm,"https://adwords.google.com/api/adwords/cm/v201109",Operand,AdGroupAd
cm,"https://adwords.google.com/api/adwords/cm/v201109",Operand,AdGroupCriterion
cm,"https://adwords.google.com/api/adwords/cm/v201109",Operand,AdGroup
cm,"https://adwords.google.com/api/adwords/cm/v201109",Operand,Ad
cm,"https://adwords.google.com/api/adwords/cm/v201109",Operand,CampaignAdExtension
cm,"https://adwords.google.com/api/adwords/cm/v201109",Operand,CampaignCriterion
cm,"https://adwords.google.com/api/adwords/cm/v201109",Operand,Campaign
cm,"https://adwords.google.com/api/adwords/cm/v201109",Operand,Job
cm,"https://adwords.google.com/api/adwords/cm/v201109",Operand,Media
cm,"https://adwords.google.com/api/adwords/cm/v201109",Operand,PlaceHolder
cm,"https://adwords.google.com/api/adwords/cm/v201109",Operand,TargetList
cm,"https://adwords.google.com/api/adwords/cm/v201109",Operand,Target
cm,"https://adwords.google.com/api/adwords/cm/v201109",ReturnValueResult,returnValue
cm,"https://adwords.google.com/api/adwords/cm/v201109",SimpleMutateJob,id
cm,"https://adwords.google.com/api/adwords/cm/v201109",SimpleMutateJob,status
cm,"https://adwords.google.com/api/adwords/cm/v201109",SimpleMutateJob,history
cm,"https://adwords.google.com/api/adwords/cm/v201109",SimpleMutateResult,results
cm,"https://adwords.google.com/api/adwords/cm/v201109",SimpleMutateResult,errors
cm,"https://adwords.google.com/api/adwords/cm/v201109",EnumValuePair,enumValue
cm,"https://adwords.google.com/api/adwords/cm/v201109",EnumValuePair,enumDisplayValue
cm,"https://adwords.google.com/api/adwords/cm/v201109",ReportDefinitionField,fieldName
cm,"https://adwords.google.com/api/adwords/cm/v201109",ReportDefinitionField,displayFieldName
cm,"https://adwords.google.com/api/adwords/cm/v201109",ReportDefinitionField,xmlAttributeName
cm,"https://adwords.google.com/api/adwords/cm/v201109",ReportDefinitionField,fieldType
cm,"https://adwords.google.com/api/adwords/cm/v201109",ReportDefinitionField,enumValues
cm,"https://adwords.google.com/api/adwords/cm/v201109",ReportDefinitionField,canSelect
cm,"https://adwords.google.com/api/adwords/cm/v201109",ReportDefinitionField,canFilter
cm,"https://adwords.google.com/api/adwords/cm/v201109",ReportDefinitionField,isEnumType
