Group,NS,Type,Attribute
cm,"https://adwords.google.com/api/adwords/cm/v201109",ReportDefinitionField,enumValuePairs
cm,"https://adwords.google.com/api/adwords/cm/v201109",ReportDefinition,id
cm,"https://adwords.google.com/api/adwords/cm/v201109",ReportDefinition,selector
cm,"https://adwords.google.com/api/adwords/cm/v201109",ReportDefinition,reportName
cm,"https://adwords.google.com/api/adwords/cm/v201109",ReportDefinition,reportType
cm,"https://adwords.google.com/api/adwords/cm/v201109",ReportDefinition,hasAttachment
cm,"https://adwords.google.com/api/adwords/cm/v201109",ReportDefinition,dateRangeType
cm,"https://adwords.google.com/api/adwords/cm/v201109",ReportDefinition,downloadFormat
cm,"https://adwords.google.com/api/adwords/cm/v201109",ReportDefinition,creationTime
cm,"https://adwords.google.com/api/adwords/cm/v201109",ReportDefinition,includeZeroImpressions
cm,"https://adwords.google.com/api/adwords/cm/v201109",ReportDefinitionPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201109",ReportDefinitionPage,totalNumEntries
cm,"https://adwords.google.com/api/adwords/cm/v201109",UserListConversionType,id
cm,"https://adwords.google.com/api/adwords/cm/v201109",UserListConversionType,name
cm,"https://adwords.google.com/api/adwords/cm/v201109",UserListConversionType,category
cm,"https://adwords.google.com/api/adwords/cm/v201109",LogicalUserList,rules
cm,"https://adwords.google.com/api/adwords/cm/v201109",LogicalUserListOperand,UserInterest
cm,"https://adwords.google.com/api/adwords/cm/v201109",LogicalUserListOperand,UserList
cm,"https://adwords.google.com/api/adwords/cm/v201109",RemarketingUserList,conversionTypes
cm,"https://adwords.google.com/api/adwords/cm/v201109",UserInterest,id
cm,"https://adwords.google.com/api/adwords/cm/v201109",UserInterest,name
cm,"https://adwords.google.com/api/adwords/cm/v201109",UserInterest,sizeRange
cm,"https://adwords.google.com/api/adwords/cm/v201109",UserList,id
cm,"https://adwords.google.com/api/adwords/cm/v201109",UserList,isReadOnly
cm,"https://adwords.google.com/api/adwords/cm/v201109",UserList,name
cm,"https://adwords.google.com/api/adwords/cm/v201109",UserList,description
cm,"https://adwords.google.com/api/adwords/cm/v201109",UserList,status
cm,"https://adwords.google.com/api/adwords/cm/v201109",UserList,accessReason
cm,"https://adwords.google.com/api/adwords/cm/v201109",UserList,accountUserListStatus
cm,"https://adwords.google.com/api/adwords/cm/v201109",UserList,membershipLifeSpan
cm,"https://adwords.google.com/api/adwords/cm/v201109",UserList,size
cm,"https://adwords.google.com/api/adwords/cm/v201109",UserList,sizeRange
cm,"https://adwords.google.com/api/adwords/cm/v201109",UserList,type
cm,"https://adwords.google.com/api/adwords/cm/v201109",UserList,UserList_Type
cm,"https://adwords.google.com/api/adwords/cm/v201109",UserListLogicalRule,operator
cm,"https://adwords.google.com/api/adwords/cm/v201109",UserListLogicalRule,ruleOperands
cm,"https://adwords.google.com/api/adwords/cm/v201109",UserListPage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201109",UserListReturnValue,value
cm,"https://adwords.google.com/api/adwords/cm/v201109",DateTimeRange,min
cm,"https://adwords.google.com/api/adwords/cm/v201109",DateTimeRange,max
cm,"https://adwords.google.com/api/adwords/cm/v201003",AdExtensionOverrideError,reason
cm,"https://adwords.google.com/api/adwords/cm/v201003",Address,streetAddress
cm,"https://adwords.google.com/api/adwords/cm/v201003",Address,streetAddress2
cm,"https://adwords.google.com/api/adwords/cm/v201003",Address,cityName
cm,"https://adwords.google.com/api/adwords/cm/v201003",Address,provinceCode
cm,"https://adwords.google.com/api/adwords/cm/v201003",Address,provinceName
cm,"https://adwords.google.com/api/adwords/cm/v201003",Address,postalCode
cm,"https://adwords.google.com/api/adwords/cm/v201003",Address,countryCode
cm,"https://adwords.google.com/api/adwords/cm/v201003",DoubleValue,number
cm,"https://adwords.google.com/api/adwords/cm/v201003",EntityNotFound,reason
cm,"https://adwords.google.com/api/adwords/cm/v201003",GeoPoint,latitudeInMicroDegrees
cm,"https://adwords.google.com/api/adwords/cm/v201003",GeoPoint,longitudeInMicroDegrees
cm,"https://adwords.google.com/api/adwords/cm/v201003",LocationExtension,address
cm,"https://adwords.google.com/api/adwords/cm/v201003",LocationExtension,geoPoint
cm,"https://adwords.google.com/api/adwords/cm/v201003",LocationExtension,encodedLocation
cm,"https://adwords.google.com/api/adwords/cm/v201003",LocationExtension,companyName
cm,"https://adwords.google.com/api/adwords/cm/v201003",LocationExtension,phoneNumber
cm,"https://adwords.google.com/api/adwords/cm/v201003",LocationExtension,source
cm,"https://adwords.google.com/api/adwords/cm/v201003",LocationExtension,iconMediaId
cm,"https://adwords.google.com/api/adwords/cm/v201003",LocationExtension,imageMediaId
cm,"https://adwords.google.com/api/adwords/cm/v201003",LocationOverrideInfo,radius
cm,"https://adwords.google.com/api/adwords/cm/v201003",LocationOverrideInfo,radiusUnits
cm,"https://adwords.google.com/api/adwords/cm/v201003",LongValue,number
cm,"https://adwords.google.com/api/adwords/cm/v201003",MobileExtension,phoneNumber
cm,"https://adwords.google.com/api/adwords/cm/v201003",MobileExtension,countryCode
cm,"https://adwords.google.com/api/adwords/cm/v201003",OverrideInfo,LocationOverrideInfo
cm,"https://adwords.google.com/api/adwords/cm/v201003",Paging,startIndex
cm,"https://adwords.google.com/api/adwords/cm/v201003",Paging,numberResults
cm,"https://adwords.google.com/api/adwords/cm/v201003",Sitelink,displayText
cm,"https://adwords.google.com/api/adwords/cm/v201003",Sitelink,destinationUrl
cm,"https://adwords.google.com/api/adwords/cm/v201003",SitelinksExtension,sitelinks
cm,"https://adwords.google.com/api/adwords/cm/v201003",Money,microAmount
cm,"https://adwords.google.com/api/adwords/cm/v201003",ComparableValue,ComparableValue_Type
cm,"https://adwords.google.com/api/adwords/cm/v201003",LocationSyncExtension,email
cm,"https://adwords.google.com/api/adwords/cm/v201003",LocationSyncExtension,authToken
cm,"https://adwords.google.com/api/adwords/cm/v201003",LocationSyncExtension,iconMediaId
cm,"https://adwords.google.com/api/adwords/cm/v201003",LocationSyncExtension,shouldSyncUrl
cm,"https://adwords.google.com/api/adwords/cm/v201003",Stats,startDate
cm,"https://adwords.google.com/api/adwords/cm/v201003",Stats,endDate
cm,"https://adwords.google.com/api/adwords/cm/v201003",Stats,network
cm,"https://adwords.google.com/api/adwords/cm/v201003",Stats,clicks
cm,"https://adwords.google.com/api/adwords/cm/v201003",Stats,impressions
cm,"https://adwords.google.com/api/adwords/cm/v201003",Stats,cost
cm,"https://adwords.google.com/api/adwords/cm/v201003",Stats,averagePosition
cm,"https://adwords.google.com/api/adwords/cm/v201003",Stats,averageCpc
cm,"https://adwords.google.com/api/adwords/cm/v201003",Stats,averageCpm
cm,"https://adwords.google.com/api/adwords/cm/v201003",Stats,ctr
cm,"https://adwords.google.com/api/adwords/cm/v201003",Stats,conversions
cm,"https://adwords.google.com/api/adwords/cm/v201003",Stats,conversionRate
cm,"https://adwords.google.com/api/adwords/cm/v201003",Stats,costPerConversion
cm,"https://adwords.google.com/api/adwords/cm/v201003",Stats,conversionsManyPerClick
cm,"https://adwords.google.com/api/adwords/cm/v201003",Stats,conversionRateManyPerClick
cm,"https://adwords.google.com/api/adwords/cm/v201003",Stats,costPerConversionManyPerClick
cm,"https://adwords.google.com/api/adwords/cm/v201003",Stats,Stats_Type
cm,"https://adwords.google.com/api/adwords/cm/v201003",AdExtension,id
cm,"https://adwords.google.com/api/adwords/cm/v201003",AdExtension,AdExtension_Type
cm,"https://adwords.google.com/api/adwords/cm/v201003",AdExtensionOverride,adId
cm,"https://adwords.google.com/api/adwords/cm/v201003",AdExtensionOverride,adExtension
cm,"https://adwords.google.com/api/adwords/cm/v201003",AdExtensionOverride,overrideInfo
cm,"https://adwords.google.com/api/adwords/cm/v201003",AdExtensionOverride,status
cm,"https://adwords.google.com/api/adwords/cm/v201003",AdExtensionOverride,approvalStatus
cm,"https://adwords.google.com/api/adwords/cm/v201003",AdExtensionOverride,stats
cm,"https://adwords.google.com/api/adwords/cm/v201003",AdExtensionOverridePage,entries
cm,"https://adwords.google.com/api/adwords/cm/v201003",AdExtensionOverrideReturnValue,value
cm,"https://adwords.google.com/api/adwords/cm/v201003",ListReturnValue,ListReturnValue_Type
cm,"https://adwords.google.com/api/adwords/cm/v201003",Page,totalNumEntries
cm,"https://adwords.google.com/api/adwords/cm/v201003",Page,Page_Type
cm,"https://adwords.google.com/api/adwords/cm/v201003",AdScheduleTarget,dayOfWeek
cm,"https://adwords.google.com/api/adwords/cm/v201003",AdScheduleTarget,startHour
cm,"https://adwords.google.com/api/adwords/cm/v201003",AdScheduleTarget,startMinute
cm,"https://adwords.google.com/api/adwords/cm/v201003",AdScheduleTarget,endHour
cm,"https://adwords.google.com/api/adwords/cm/v201003",AdScheduleTarget,endMinute
cm,"https://adwords.google.com/api/adwords/cm/v201003",AdScheduleTarget,bidMultiplier
cm,"https://adwords.google.com/api/adwords/cm/v201003",AdStats,percentServed
cm,"https://adwords.google.com/api/adwords/cm/v201003",AgeTarget,age
cm,"https://adwords.google.com/api/adwords/cm/v201003",Audio,durationMillis
cm,"https://adwords.google.com/api/adwords/cm/v201003",Audio,streamingUrl
cm,"https://adwords.google.com/api/adwords/cm/v201003",Audio,readyToPlayOnTheWeb
cm,"https://adwords.google.com/api/adwords/cm/v201003",CityTarget,cityName
cm,"https://adwords.google.com/api/adwords/cm/v201003",CityTarget,provinceCode
cm,"https://adwords.google.com/api/adwords/cm/v201003",CityTarget,countryCode
cm,"https://adwords.google.com/api/adwords/cm/v201003",CountryTarget,countryCode
cm,"https://adwords.google.com/api/adwords/cm/v201003",DateRange,min
cm,"https://adwords.google.com/api/adwords/cm/v201003",DateRange,max
cm,"https://adwords.google.com/api/adwords/cm/v201003",DeprecatedAd,name
cm,"https://adwords.google.com/api/adwords/cm/v201003",DeprecatedAd,type
cm,"https://adwords.google.com/api/adwords/cm/v201003",Dimensions,width
cm,"https://adwords.google.com/api/adwords/cm/v201003",Dimensions,height
cm,"https://adwords.google.com/api/adwords/cm/v201003",EntityCountLimitExceeded,reason
cm,"https://adwords.google.com/api/adwords/cm/v201003",EntityCountLimitExceeded,enclosingId
cm,"https://adwords.google.com/api/adwords/cm/v201003",EntityCountLimitExceeded,limit
cm,"https://adwords.google.com/api/adwords/cm/v201003",GenderTarget,gender
cm,"https://adwords.google.com/api/adwords/cm/v201003",Image,data
cm,"https://adwords.google.com/api/adwords/cm/v201003",LanguageTarget,languageCode
cm,"https://adwords.google.com/api/adwords/cm/v201003",Media_MediaExtendedCapabilityType_Media_MediaExtendedCapabilityStateMapEntry,key
cm,"https://adwords.google.com/api/adwords/cm/v201003",Media_MediaExtendedCapabilityType_Media_MediaExtendedCapabilityStateMapEntry,value
cm,"https://adwords.google.com/api/adwords/cm/v201003",Media_Size_DimensionsMapEntry,key
cm,"https://adwords.google.com/api/adwords/cm/v201003",Media_Size_DimensionsMapEntry,value
cm,"https://adwords.google.com/api/adwords/cm/v201003",Media_Size_StringMapEntry,key
cm,"https://adwords.google.com/api/adwords/cm/v201003",Media_Size_StringMapEntry,value
cm,"https://adwords.google.com/api/adwords/cm/v201003",MetroTarget,metroCode
cm,"https://adwords.google.com/api/adwords/cm/v201003",MobileAd,headline
cm,"https://adwords.google.com/api/adwords/cm/v201003",MobileAd,description
cm,"https://adwords.google.com/api/adwords/cm/v201003",MobileAd,markupLanguages
cm,"https://adwords.google.com/api/adwords/cm/v201003",MobileAd,mobileCarriers
cm,"https://adwords.google.com/api/adwords/cm/v201003",MobileAd,businessName
cm,"https://adwords.google.com/api/adwords/cm/v201003",MobileAd,countryCode
cm,"https://adwords.google.com/api/adwords/cm/v201003",MobileAd,phoneNumber
cm,"https://adwords.google.com/api/adwords/cm/v201003",MobileCarrierTarget,carrierName
cm,"https://adwords.google.com/api/adwords/cm/v201003",MobileCarrierTarget,countryCode
cm,"https://adwords.google.com/api/adwords/cm/v201003",MobilePlatformTarget,platformName
cm,"https://adwords.google.com/api/adwords/cm/v201003",NetworkTarget,networkCoverageType
cm,"https://adwords.google.com/api/adwords/cm/v201003",PlatformTarget,platformType
cm,"https://adwords.google.com/api/adwords/cm/v201003",PolicyViolationKey,policyName
cm,"https://adwords.google.com/api/adwords/cm/v201003",PolicyViolationKey,violatingText
cm,"https://adwords.google.com/api/adwords/cm/v201003",PolygonTarget,vertices
cm,"https://adwords.google.com/api/adwords/cm/v201003",ProvinceTarget,provinceCode
cm,"https://adwords.google.com/api/adwords/cm/v201003",ProximityTarget,geoPoint
cm,"https://adwords.google.com/api/adwords/cm/v201003",ProximityTarget,radiusDistanceUnits
cm,"https://adwords.google.com/api/adwords/cm/v201003",ProximityTarget,radiusInUnits
cm,"https://adwords.google.com/api/adwords/cm/v201003",ProximityTarget,address
cm,"https://adwords.google.com/api/adwords/cm/v201003",ProximityTarget,allowServiceOfAddress
cm,"https://adwords.google.com/api/adwords/cm/v201003",TextAd,headline
cm,"https://adwords.google.com/api/adwords/cm/v201003",TextAd,description1
cm,"https://adwords.google.com/api/adwords/cm/v201003",TextAd,description2
cm,"https://adwords.google.com/api/adwords/cm/v201003",ThirdPartyRedirectAd,isCookieTargeted
cm,"https://adwords.google.com/api/adwords/cm/v201003",ThirdPartyRedirectAd,isUserInterestTargeted
cm,"https://adwords.google.com/api/adwords/cm/v201003",ThirdPartyRedirectAd,isTagged
cm,"https://adwords.google.com/api/adwords/cm/v201003",ThirdPartyRedirectAd,videoTypes
cm,"https://adwords.google.com/api/adwords/cm/v201003",Video,durationMillis
cm,"https://adwords.google.com/api/adwords/cm/v201003",Video,streamingUrl
cm,"https://adwords.google.com/api/adwords/cm/v201003",Video,readyToPlayOnTheWeb
cm,"https://adwords.google.com/api/adwords/cm/v201003",Video,industryStandardCommercialIdentifier
cm,"https://adwords.google.com/api/adwords/cm/v201003",Video,advertisingId
cm,"https://adwords.google.com/api/adwords/cm/v201003",AdUnionId,id
cm,"https://adwords.google.com/api/adwords/cm/v201003",AdUnionId,AdUnionId_Type
cm,"https://adwords.google.com/api/adwords/cm/v201003",DemographicTarget,bidModifier
cm,"https://adwords.google.com/api/adwords/cm/v201003",ExemptionRequest,key
cm,"https://adwords.google.com/api/adwords/cm/v201003",GeoTarget,excluded
cm,"https://adwords.google.com/api/adwords/cm/v201003",RichMediaAd,name
cm,"https://adwords.google.com/api/adwords/cm/v201003",RichMediaAd,dimensions
cm,"https://adwords.google.com/api/adwords/cm/v201003",RichMediaAd,snippet
cm,"https://adwords.google.com/api/adwords/cm/v201003",RichMediaAd,impressionBeaconUrl
cm,"https://adwords.google.com/api/adwords/cm/v201003",RichMediaAd,certifiedVendorFormatId
cm,"https://adwords.google.com/api/adwords/cm/v201003",Target,Target_Type
cm,"https://adwords.google.com/api/adwords/cm/v201003",Media,mediaId
cm,"https://adwords.google.com/api/adwords/cm/v201003",Media,mediaTypeDb
cm,"https://adwords.google.com/api/adwords/cm/v201003",Media,referenceId
cm,"https://adwords.google.com/api/adwords/cm/v201003",Media,dimensions
cm,"https://adwords.google.com/api/adwords/cm/v201003",Media,urls
cm,"https://adwords.google.com/api/adwords/cm/v201003",Media,mimeType
cm,"https://adwords.google.com/api/adwords/cm/v201003",Media,sourceUrl
cm,"https://adwords.google.com/api/adwords/cm/v201003",Media,mediaSubType
cm,"https://adwords.google.com/api/adwords/cm/v201003",Media,name
cm,"https://adwords.google.com/api/adwords/cm/v201003",Media,fileSize
cm,"https://adwords.google.com/api/adwords/cm/v201003",Media,extendedCapabilities
cm,"https://adwords.google.com/api/adwords/cm/v201003",Media,creationTime
cm,"https://adwords.google.com/api/adwords/cm/v201003",Media,Media_Type
cm,"https://adwords.google.com/api/adwords/cm/v201003",MobileImageAd,markupLanguages
cm,"https://adwords.google.com/api/adwords/cm/v201003",MobileImageAd,mobileCarriers
cm,"https://adwords.google.com/api/adwords/cm/v201003",MobileImageAd,image
cm,"https://adwords.google.com/api/adwords/cm/v201003",TemplateElementField,name
cm,"https://adwords.google.com/api/adwords/cm/v201003",TemplateElementField,type
cm,"https://adwords.google.com/api/adwords/cm/v201003",TemplateElementField,fieldText
cm,"https://adwords.google.com/api/adwords/cm/v201003",TemplateElementField,fieldMedia
cm,"https://adwords.google.com/api/adwords/cm/v201003",ImageAd,image
cm,"https://adwords.google.com/api/adwords/cm/v201003",ImageAd,name
cm,"https://adwords.google.com/api/adwords/cm/v201003",LocalBusinessAd,fullBusinessName
cm,"https://adwords.google.com/api/adwords/cm/v201003",LocalBusinessAd,phoneNumber
cm,"https://adwords.google.com/api/adwords/cm/v201003",LocalBusinessAd,streetAddress
cm,"https://adwords.google.com/api/adwords/cm/v201003",LocalBusinessAd,city
cm,"https://adwords.google.com/api/adwords/cm/v201003",LocalBusinessAd,region
